Code	System	Display	Definition
1002-5	http://terminology.hl7.org/CodeSystem/v3-Race	American Indian or Alaska Native	American Indian or Alaska Native
1004-1	http://terminology.hl7.org/CodeSystem/v3-Race	American Indian	American Indian
1006-6	http://terminology.hl7.org/CodeSystem/v3-Race	Abenaki	Abenaki
1008-2	http://terminology.hl7.org/CodeSystem/v3-Race	Algonquian	Algonquian
1010-8	http://terminology.hl7.org/CodeSystem/v3-Race	Apache	Apache
1011-6	http://terminology.hl7.org/CodeSystem/v3-Race	Chiricahua	Chiricahua
1012-4	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Sill Apache	Fort Sill Apache
1013-2	http://terminology.hl7.org/CodeSystem/v3-Race	Jicarilla Apache	Jicarilla Apache
1014-0	http://terminology.hl7.org/CodeSystem/v3-Race	Lipan Apache	Lipan Apache
1015-7	http://terminology.hl7.org/CodeSystem/v3-Race	Mescalero Apache	Mescalero Apache
1016-5	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Apache	Oklahoma Apache
1017-3	http://terminology.hl7.org/CodeSystem/v3-Race	Payson Apache	Payson Apache
1018-1	http://terminology.hl7.org/CodeSystem/v3-Race	San Carlos Apache	San Carlos Apache
1019-9	http://terminology.hl7.org/CodeSystem/v3-Race	White Mountain Apache	White Mountain Apache
1021-5	http://terminology.hl7.org/CodeSystem/v3-Race	Arapaho	Arapaho
1022-3	http://terminology.hl7.org/CodeSystem/v3-Race	Northern Arapaho	Northern Arapaho
1023-1	http://terminology.hl7.org/CodeSystem/v3-Race	Southern Arapaho	Southern Arapaho
1024-9	http://terminology.hl7.org/CodeSystem/v3-Race	Wind River Arapaho	Wind River Arapaho
1026-4	http://terminology.hl7.org/CodeSystem/v3-Race	Arikara	Arikara
1028-0	http://terminology.hl7.org/CodeSystem/v3-Race	Assiniboine	Assiniboine
1030-6	http://terminology.hl7.org/CodeSystem/v3-Race	Assiniboine Sioux	Assiniboine Sioux
1031-4	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Peck Assiniboine Sioux	Fort Peck Assiniboine Sioux
1033-0	http://terminology.hl7.org/CodeSystem/v3-Race	Bannock	Bannock
1035-5	http://terminology.hl7.org/CodeSystem/v3-Race	Blackfeet	Blackfeet
1037-1	http://terminology.hl7.org/CodeSystem/v3-Race	Brotherton	Brotherton
1039-7	http://terminology.hl7.org/CodeSystem/v3-Race	Burt Lake Band	Burt Lake Band
1041-3	http://terminology.hl7.org/CodeSystem/v3-Race	Caddo	Caddo
1042-1	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Cado	Oklahoma Cado
1044-7	http://terminology.hl7.org/CodeSystem/v3-Race	Cahuilla	Cahuilla
1045-4	http://terminology.hl7.org/CodeSystem/v3-Race	Agua Caliente Cahuilla	Agua Caliente Cahuilla
1046-2	http://terminology.hl7.org/CodeSystem/v3-Race	Augustine	Augustine
1047-0	http://terminology.hl7.org/CodeSystem/v3-Race	Cabazon	Cabazon
1048-8	http://terminology.hl7.org/CodeSystem/v3-Race	Los Coyotes	Los Coyotes
1049-6	http://terminology.hl7.org/CodeSystem/v3-Race	Morongo	Morongo
1050-4	http://terminology.hl7.org/CodeSystem/v3-Race	Santa Rosa Cahuilla	Santa Rosa Cahuilla
1051-2	http://terminology.hl7.org/CodeSystem/v3-Race	Torres-Martinez	Torres-Martinez
1053-8	http://terminology.hl7.org/CodeSystem/v3-Race	California Tribes	California Tribes
1054-6	http://terminology.hl7.org/CodeSystem/v3-Race	Cahto	Cahto
1055-3	http://terminology.hl7.org/CodeSystem/v3-Race	Chimariko	Chimariko
1056-1	http://terminology.hl7.org/CodeSystem/v3-Race	Coast Miwok	Coast Miwok
1057-9	http://terminology.hl7.org/CodeSystem/v3-Race	Digger	Digger
1058-7	http://terminology.hl7.org/CodeSystem/v3-Race	Kawaiisu	Kawaiisu
1059-5	http://terminology.hl7.org/CodeSystem/v3-Race	Kern River	Kern River
1060-3	http://terminology.hl7.org/CodeSystem/v3-Race	Mattole	Mattole
1061-1	http://terminology.hl7.org/CodeSystem/v3-Race	Red Wood	Red Wood
1062-9	http://terminology.hl7.org/CodeSystem/v3-Race	Santa Rosa	Santa Rosa
1063-7	http://terminology.hl7.org/CodeSystem/v3-Race	Takelma	Takelma
1064-5	http://terminology.hl7.org/CodeSystem/v3-Race	Wappo	Wappo
1065-2	http://terminology.hl7.org/CodeSystem/v3-Race	Yana	Yana
1066-0	http://terminology.hl7.org/CodeSystem/v3-Race	Yuki	Yuki
1068-6	http://terminology.hl7.org/CodeSystem/v3-Race	Canadian and Latin American Indian	Canadian and Latin American Indian
1069-4	http://terminology.hl7.org/CodeSystem/v3-Race	Canadian Indian	Canadian Indian
1070-2	http://terminology.hl7.org/CodeSystem/v3-Race	Central American Indian	Central American Indian
1071-0	http://terminology.hl7.org/CodeSystem/v3-Race	French American Indian	French American Indian
1072-8	http://terminology.hl7.org/CodeSystem/v3-Race	Mexican American Indian	Mexican American Indian
1073-6	http://terminology.hl7.org/CodeSystem/v3-Race	South American Indian	South American Indian
1074-4	http://terminology.hl7.org/CodeSystem/v3-Race	Spanish American Indian	Spanish American Indian
1076-9	http://terminology.hl7.org/CodeSystem/v3-Race	Catawba	Catawba
1741-8	http://terminology.hl7.org/CodeSystem/v3-Race	Alatna	Alatna
1742-6	http://terminology.hl7.org/CodeSystem/v3-Race	Alexander	Alexander
1743-4	http://terminology.hl7.org/CodeSystem/v3-Race	Allakaket	Allakaket
1744-2	http://terminology.hl7.org/CodeSystem/v3-Race	Alanvik	Alanvik
1745-9	http://terminology.hl7.org/CodeSystem/v3-Race	Anvik	Anvik
1746-7	http://terminology.hl7.org/CodeSystem/v3-Race	Arctic	Arctic
1747-5	http://terminology.hl7.org/CodeSystem/v3-Race	Beaver	Beaver
1748-3	http://terminology.hl7.org/CodeSystem/v3-Race	Birch Creek	Birch Creek
1749-1	http://terminology.hl7.org/CodeSystem/v3-Race	Cantwell	Cantwell
1750-9	http://terminology.hl7.org/CodeSystem/v3-Race	Chalkyitsik	Chalkyitsik
1751-7	http://terminology.hl7.org/CodeSystem/v3-Race	Chickaloon	Chickaloon
1752-5	http://terminology.hl7.org/CodeSystem/v3-Race	Chistochina	Chistochina
1753-3	http://terminology.hl7.org/CodeSystem/v3-Race	Chitina	Chitina
1754-1	http://terminology.hl7.org/CodeSystem/v3-Race	Circle	Circle
1755-8	http://terminology.hl7.org/CodeSystem/v3-Race	Cook Inlet	Cook Inlet
1756-6	http://terminology.hl7.org/CodeSystem/v3-Race	Copper Center	Copper Center
1757-4	http://terminology.hl7.org/CodeSystem/v3-Race	Copper River	Copper River
1758-2	http://terminology.hl7.org/CodeSystem/v3-Race	Dot Lake	Dot Lake
1759-0	http://terminology.hl7.org/CodeSystem/v3-Race	Doyon	Doyon
1760-8	http://terminology.hl7.org/CodeSystem/v3-Race	Eagle	Eagle
1761-6	http://terminology.hl7.org/CodeSystem/v3-Race	Eklutna	Eklutna
1762-4	http://terminology.hl7.org/CodeSystem/v3-Race	Evansville	Evansville
1763-2	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Yukon	Fort Yukon
1764-0	http://terminology.hl7.org/CodeSystem/v3-Race	Gakona	Gakona
1765-7	http://terminology.hl7.org/CodeSystem/v3-Race	Galena	Galena
1766-5	http://terminology.hl7.org/CodeSystem/v3-Race	Grayling	Grayling
1767-3	http://terminology.hl7.org/CodeSystem/v3-Race	Gulkana	Gulkana
1768-1	http://terminology.hl7.org/CodeSystem/v3-Race	Healy Lake	Healy Lake
1769-9	http://terminology.hl7.org/CodeSystem/v3-Race	Holy Cross	Holy Cross
1770-7	http://terminology.hl7.org/CodeSystem/v3-Race	Hughes	Hughes
1771-5	http://terminology.hl7.org/CodeSystem/v3-Race	Huslia	Huslia
1772-3	http://terminology.hl7.org/CodeSystem/v3-Race	Iliamna	Iliamna
1773-1	http://terminology.hl7.org/CodeSystem/v3-Race	Kaltag	Kaltag
1774-9	http://terminology.hl7.org/CodeSystem/v3-Race	Kluti Kaah	Kluti Kaah
1775-6	http://terminology.hl7.org/CodeSystem/v3-Race	Knik	Knik
1776-4	http://terminology.hl7.org/CodeSystem/v3-Race	Koyukuk	Koyukuk
1777-2	http://terminology.hl7.org/CodeSystem/v3-Race	Lake Minchumina	Lake Minchumina
1778-0	http://terminology.hl7.org/CodeSystem/v3-Race	Lime	Lime
1779-8	http://terminology.hl7.org/CodeSystem/v3-Race	Mcgrath	Mcgrath
1780-6	http://terminology.hl7.org/CodeSystem/v3-Race	Manley Hot Springs	Manley Hot Springs
1781-4	http://terminology.hl7.org/CodeSystem/v3-Race	Mentasta Lake	Mentasta Lake
1782-2	http://terminology.hl7.org/CodeSystem/v3-Race	Minto	Minto
1783-0	http://terminology.hl7.org/CodeSystem/v3-Race	Nenana	Nenana
1784-8	http://terminology.hl7.org/CodeSystem/v3-Race	Nikolai	Nikolai
1785-5	http://terminology.hl7.org/CodeSystem/v3-Race	Ninilchik	Ninilchik
1786-3	http://terminology.hl7.org/CodeSystem/v3-Race	Nondalton	Nondalton
1787-1	http://terminology.hl7.org/CodeSystem/v3-Race	Northway	Northway
1788-9	http://terminology.hl7.org/CodeSystem/v3-Race	Nulato	Nulato
1789-7	http://terminology.hl7.org/CodeSystem/v3-Race	Pedro Bay	Pedro Bay
1790-5	http://terminology.hl7.org/CodeSystem/v3-Race	Rampart	Rampart
1791-3	http://terminology.hl7.org/CodeSystem/v3-Race	Ruby	Ruby
1792-1	http://terminology.hl7.org/CodeSystem/v3-Race	Salamatof	Salamatof
1793-9	http://terminology.hl7.org/CodeSystem/v3-Race	Seldovia	Seldovia
1794-7	http://terminology.hl7.org/CodeSystem/v3-Race	Slana	Slana
1795-4	http://terminology.hl7.org/CodeSystem/v3-Race	Shageluk	Shageluk
1796-2	http://terminology.hl7.org/CodeSystem/v3-Race	Stevens	Stevens
1797-0	http://terminology.hl7.org/CodeSystem/v3-Race	Stony River	Stony River
1798-8	http://terminology.hl7.org/CodeSystem/v3-Race	Takotna	Takotna
1799-6	http://terminology.hl7.org/CodeSystem/v3-Race	Tanacross	Tanacross
1800-2	http://terminology.hl7.org/CodeSystem/v3-Race	Tanaina	Tanaina
1801-0	http://terminology.hl7.org/CodeSystem/v3-Race	Tanana	Tanana
1802-8	http://terminology.hl7.org/CodeSystem/v3-Race	Tanana Chiefs	Tanana Chiefs
1803-6	http://terminology.hl7.org/CodeSystem/v3-Race	Tazlina	Tazlina
1804-4	http://terminology.hl7.org/CodeSystem/v3-Race	Telida	Telida
1805-1	http://terminology.hl7.org/CodeSystem/v3-Race	Tetlin	Tetlin
1806-9	http://terminology.hl7.org/CodeSystem/v3-Race	Tok	Tok
1807-7	http://terminology.hl7.org/CodeSystem/v3-Race	Tyonek	Tyonek
1808-5	http://terminology.hl7.org/CodeSystem/v3-Race	Venetie	Venetie
1809-3	http://terminology.hl7.org/CodeSystem/v3-Race	Wiseman	Wiseman
1078-5	http://terminology.hl7.org/CodeSystem/v3-Race	Cayuse	Cayuse
1080-1	http://terminology.hl7.org/CodeSystem/v3-Race	Chehalis	Chehalis
1082-7	http://terminology.hl7.org/CodeSystem/v3-Race	Chemakuan	Chemakuan
1083-5	http://terminology.hl7.org/CodeSystem/v3-Race	Hoh	Hoh
1084-3	http://terminology.hl7.org/CodeSystem/v3-Race	Quileute	Quileute
1086-8	http://terminology.hl7.org/CodeSystem/v3-Race	Chemehuevi	Chemehuevi
1088-4	http://terminology.hl7.org/CodeSystem/v3-Race	Cherokee	Cherokee
1089-2	http://terminology.hl7.org/CodeSystem/v3-Race	Cherokee Alabama	Cherokee Alabama
1090-0	http://terminology.hl7.org/CodeSystem/v3-Race	Cherokees of Northeast Alabama	Cherokees of Northeast Alabama
1091-8	http://terminology.hl7.org/CodeSystem/v3-Race	Cherokees of Southeast Alabama	Cherokees of Southeast Alabama
1092-6	http://terminology.hl7.org/CodeSystem/v3-Race	Eastern Cherokee	Eastern Cherokee
1093-4	http://terminology.hl7.org/CodeSystem/v3-Race	Echota Cherokee	Echota Cherokee
1094-2	http://terminology.hl7.org/CodeSystem/v3-Race	Etowah Cherokee	Etowah Cherokee
1095-9	http://terminology.hl7.org/CodeSystem/v3-Race	Northern Cherokee	Northern Cherokee
1096-7	http://terminology.hl7.org/CodeSystem/v3-Race	Tuscola	Tuscola
1097-5	http://terminology.hl7.org/CodeSystem/v3-Race	United Keetowah Band of Cherokee	United Keetowah Band of Cherokee
1098-3	http://terminology.hl7.org/CodeSystem/v3-Race	Western Cherokee	Western Cherokee
1100-7	http://terminology.hl7.org/CodeSystem/v3-Race	Cherokee Shawnee	Cherokee Shawnee
1102-3	http://terminology.hl7.org/CodeSystem/v3-Race	Cheyenne	Cheyenne
1103-1	http://terminology.hl7.org/CodeSystem/v3-Race	Northern Cheyenne	Northern Cheyenne
1104-9	http://terminology.hl7.org/CodeSystem/v3-Race	Southern Cheyenne	Southern Cheyenne
1106-4	http://terminology.hl7.org/CodeSystem/v3-Race	Cheyenne-Arapaho	Cheyenne-Arapaho
1108-0	http://terminology.hl7.org/CodeSystem/v3-Race	Chickahominy	Chickahominy
1109-8	http://terminology.hl7.org/CodeSystem/v3-Race	Eastern Chickahominy	Eastern Chickahominy
1110-6	http://terminology.hl7.org/CodeSystem/v3-Race	Western Chickahominy	Western Chickahominy
1112-2	http://terminology.hl7.org/CodeSystem/v3-Race	Chickasaw	Chickasaw
1114-8	http://terminology.hl7.org/CodeSystem/v3-Race	Chinook	Chinook
1115-5	http://terminology.hl7.org/CodeSystem/v3-Race	Clatsop	Clatsop
1116-3	http://terminology.hl7.org/CodeSystem/v3-Race	Columbia River Chinook	Columbia River Chinook
1117-1	http://terminology.hl7.org/CodeSystem/v3-Race	Kathlamet	Kathlamet
1118-9	http://terminology.hl7.org/CodeSystem/v3-Race	Upper Chinook	Upper Chinook
1119-7	http://terminology.hl7.org/CodeSystem/v3-Race	Wakiakum Chinook	Wakiakum Chinook
1120-5	http://terminology.hl7.org/CodeSystem/v3-Race	Willapa Chinook	Willapa Chinook
1121-3	http://terminology.hl7.org/CodeSystem/v3-Race	Wishram	Wishram
1123-9	http://terminology.hl7.org/CodeSystem/v3-Race	Chippewa	Chippewa
1124-7	http://terminology.hl7.org/CodeSystem/v3-Race	Bad River	Bad River
1125-4	http://terminology.hl7.org/CodeSystem/v3-Race	Bay Mills Chippewa	Bay Mills Chippewa
1126-2	http://terminology.hl7.org/CodeSystem/v3-Race	Bois Forte	Bois Forte
1127-0	http://terminology.hl7.org/CodeSystem/v3-Race	Burt Lake Chippewa	Burt Lake Chippewa
1128-8	http://terminology.hl7.org/CodeSystem/v3-Race	Fond du Lac	Fond du Lac
1129-6	http://terminology.hl7.org/CodeSystem/v3-Race	Grand Portage	Grand Portage
1130-4	http://terminology.hl7.org/CodeSystem/v3-Race	Grand Traverse Band of Ottawa-Chippewa	Grand Traverse Band of Ottawa-Chippewa
1131-2	http://terminology.hl7.org/CodeSystem/v3-Race	Keweenaw	Keweenaw
1132-0	http://terminology.hl7.org/CodeSystem/v3-Race	Lac Courte Oreilles	Lac Courte Oreilles
1133-8	http://terminology.hl7.org/CodeSystem/v3-Race	Lac du Flambeau	Lac du Flambeau
1134-6	http://terminology.hl7.org/CodeSystem/v3-Race	Lac Vieux Desert Chippewa	Lac Vieux Desert Chippewa
1135-3	http://terminology.hl7.org/CodeSystem/v3-Race	Lake Superior	Lake Superior
1136-1	http://terminology.hl7.org/CodeSystem/v3-Race	Leech Lake	Leech Lake
1137-9	http://terminology.hl7.org/CodeSystem/v3-Race	Little Shell Chippewa	Little Shell Chippewa
1138-7	http://terminology.hl7.org/CodeSystem/v3-Race	Mille Lacs	Mille Lacs
1139-5	http://terminology.hl7.org/CodeSystem/v3-Race	Minnesota Chippewa	Minnesota Chippewa
1140-3	http://terminology.hl7.org/CodeSystem/v3-Race	Ontonagon	Ontonagon
1141-1	http://terminology.hl7.org/CodeSystem/v3-Race	Red Cliff Chippewa	Red Cliff Chippewa
1142-9	http://terminology.hl7.org/CodeSystem/v3-Race	Red Lake Chippewa	Red Lake Chippewa
1143-7	http://terminology.hl7.org/CodeSystem/v3-Race	Saginaw Chippewa	Saginaw Chippewa
1144-5	http://terminology.hl7.org/CodeSystem/v3-Race	St. Croix Chippewa	St. Croix Chippewa
1145-2	http://terminology.hl7.org/CodeSystem/v3-Race	Sault Ste. Marie Chippewa	Sault Ste. Marie Chippewa
1146-0	http://terminology.hl7.org/CodeSystem/v3-Race	Sokoagon Chippewa	Sokoagon Chippewa
1147-8	http://terminology.hl7.org/CodeSystem/v3-Race	Turtle Mountain	Turtle Mountain
1148-6	http://terminology.hl7.org/CodeSystem/v3-Race	White Earth	White Earth
1150-2	http://terminology.hl7.org/CodeSystem/v3-Race	Chippewa Cree	Chippewa Cree
1151-0	http://terminology.hl7.org/CodeSystem/v3-Race	Rocky Boy's Chippewa Cree	Rocky Boy's Chippewa Cree
1153-6	http://terminology.hl7.org/CodeSystem/v3-Race	Chitimacha	Chitimacha
1155-1	http://terminology.hl7.org/CodeSystem/v3-Race	Choctaw	Choctaw
1156-9	http://terminology.hl7.org/CodeSystem/v3-Race	Clifton Choctaw	Clifton Choctaw
1157-7	http://terminology.hl7.org/CodeSystem/v3-Race	Jena Choctaw	Jena Choctaw
1158-5	http://terminology.hl7.org/CodeSystem/v3-Race	Mississippi Choctaw	Mississippi Choctaw
1159-3	http://terminology.hl7.org/CodeSystem/v3-Race	Mowa Band of Choctaw	Mowa Band of Choctaw
1160-1	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Choctaw	Oklahoma Choctaw
1162-7	http://terminology.hl7.org/CodeSystem/v3-Race	Chumash	Chumash
1163-5	http://terminology.hl7.org/CodeSystem/v3-Race	Santa Ynez	Santa Ynez
1165-0	http://terminology.hl7.org/CodeSystem/v3-Race	Clear Lake	Clear Lake
1167-6	http://terminology.hl7.org/CodeSystem/v3-Race	Coeur D'Alene	Coeur D'Alene
1169-2	http://terminology.hl7.org/CodeSystem/v3-Race	Coharie	Coharie
1171-8	http://terminology.hl7.org/CodeSystem/v3-Race	Colorado River	Colorado River
1173-4	http://terminology.hl7.org/CodeSystem/v3-Race	Colville	Colville
1175-9	http://terminology.hl7.org/CodeSystem/v3-Race	Comanche	Comanche
1176-7	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Comanche	Oklahoma Comanche
1178-3	http://terminology.hl7.org/CodeSystem/v3-Race	Coos, Lower Umpqua, Siuslaw	Coos, Lower Umpqua, Siuslaw
1180-9	http://terminology.hl7.org/CodeSystem/v3-Race	Coos	Coos
1182-5	http://terminology.hl7.org/CodeSystem/v3-Race	Coquilles	Coquilles
1184-1	http://terminology.hl7.org/CodeSystem/v3-Race	Costanoan	Costanoan
1186-6	http://terminology.hl7.org/CodeSystem/v3-Race	Coushatta	Coushatta
1187-4	http://terminology.hl7.org/CodeSystem/v3-Race	Alabama Coushatta	Alabama Coushatta
1189-0	http://terminology.hl7.org/CodeSystem/v3-Race	Cowlitz	Cowlitz
1191-6	http://terminology.hl7.org/CodeSystem/v3-Race	Cree	Cree
1193-2	http://terminology.hl7.org/CodeSystem/v3-Race	Creek	Creek
1194-0	http://terminology.hl7.org/CodeSystem/v3-Race	Alabama Creek	Alabama Creek
1195-7	http://terminology.hl7.org/CodeSystem/v3-Race	Alabama Quassarte	Alabama Quassarte
1196-5	http://terminology.hl7.org/CodeSystem/v3-Race	Eastern Creek	Eastern Creek
1197-3	http://terminology.hl7.org/CodeSystem/v3-Race	Eastern Muscogee	Eastern Muscogee
1198-1	http://terminology.hl7.org/CodeSystem/v3-Race	Kialegee	Kialegee
1199-9	http://terminology.hl7.org/CodeSystem/v3-Race	Lower Muscogee	Lower Muscogee
1200-5	http://terminology.hl7.org/CodeSystem/v3-Race	Machis Lower Creek Indian	Machis Lower Creek Indian
1201-3	http://terminology.hl7.org/CodeSystem/v3-Race	Poarch Band	Poarch Band
1202-1	http://terminology.hl7.org/CodeSystem/v3-Race	Principal Creek Indian Nation	Principal Creek Indian Nation
1203-9	http://terminology.hl7.org/CodeSystem/v3-Race	Star Clan of Muscogee Creeks	Star Clan of Muscogee Creeks
1204-7	http://terminology.hl7.org/CodeSystem/v3-Race	Thlopthlocco	Thlopthlocco
1205-4	http://terminology.hl7.org/CodeSystem/v3-Race	Tuckabachee	Tuckabachee
1207-0	http://terminology.hl7.org/CodeSystem/v3-Race	Croatan	Croatan
1209-6	http://terminology.hl7.org/CodeSystem/v3-Race	Crow	Crow
1211-2	http://terminology.hl7.org/CodeSystem/v3-Race	Cupeno	Cupeno
1212-0	http://terminology.hl7.org/CodeSystem/v3-Race	Agua Caliente	Agua Caliente
1214-6	http://terminology.hl7.org/CodeSystem/v3-Race	Delaware	Delaware
1215-3	http://terminology.hl7.org/CodeSystem/v3-Race	Eastern Delaware	Eastern Delaware
1216-1	http://terminology.hl7.org/CodeSystem/v3-Race	Lenni-Lenape	Lenni-Lenape
1217-9	http://terminology.hl7.org/CodeSystem/v3-Race	Munsee	Munsee
1218-7	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Delaware	Oklahoma Delaware
1219-5	http://terminology.hl7.org/CodeSystem/v3-Race	Rampough Mountain	Rampough Mountain
1220-3	http://terminology.hl7.org/CodeSystem/v3-Race	Sand Hill	Sand Hill
1222-9	http://terminology.hl7.org/CodeSystem/v3-Race	Diegueno	Diegueno
1223-7	http://terminology.hl7.org/CodeSystem/v3-Race	Campo	Campo
1224-5	http://terminology.hl7.org/CodeSystem/v3-Race	Capitan Grande	Capitan Grande
1225-2	http://terminology.hl7.org/CodeSystem/v3-Race	Cuyapaipe	Cuyapaipe
1226-0	http://terminology.hl7.org/CodeSystem/v3-Race	La Posta	La Posta
1227-8	http://terminology.hl7.org/CodeSystem/v3-Race	Manzanita	Manzanita
1228-6	http://terminology.hl7.org/CodeSystem/v3-Race	Mesa Grande	Mesa Grande
1229-4	http://terminology.hl7.org/CodeSystem/v3-Race	San Pasqual	San Pasqual
1230-2	http://terminology.hl7.org/CodeSystem/v3-Race	Santa Ysabel	Santa Ysabel
1231-0	http://terminology.hl7.org/CodeSystem/v3-Race	Sycuan	Sycuan
1233-6	http://terminology.hl7.org/CodeSystem/v3-Race	Eastern Tribes	Eastern Tribes
1234-4	http://terminology.hl7.org/CodeSystem/v3-Race	Attacapa	Attacapa
1235-1	http://terminology.hl7.org/CodeSystem/v3-Race	Biloxi	Biloxi
1236-9	http://terminology.hl7.org/CodeSystem/v3-Race	Georgetown	Georgetown
1237-7	http://terminology.hl7.org/CodeSystem/v3-Race	Moor	Moor
1238-5	http://terminology.hl7.org/CodeSystem/v3-Race	Nansemond	Nansemond
1239-3	http://terminology.hl7.org/CodeSystem/v3-Race	Natchez	Natchez
1240-1	http://terminology.hl7.org/CodeSystem/v3-Race	Nausu Waiwash	Nausu Waiwash
1241-9	http://terminology.hl7.org/CodeSystem/v3-Race	Nipmuc	Nipmuc
1242-7	http://terminology.hl7.org/CodeSystem/v3-Race	Paugussett	Paugussett
1243-5	http://terminology.hl7.org/CodeSystem/v3-Race	Pocomoke Acohonock	Pocomoke Acohonock
1244-3	http://terminology.hl7.org/CodeSystem/v3-Race	Southeastern Indians	Southeastern Indians
1245-0	http://terminology.hl7.org/CodeSystem/v3-Race	Susquehanock	Susquehanock
1246-8	http://terminology.hl7.org/CodeSystem/v3-Race	Tunica Biloxi	Tunica Biloxi
1247-6	http://terminology.hl7.org/CodeSystem/v3-Race	Waccamaw-Siousan	Waccamaw-Siousan
1248-4	http://terminology.hl7.org/CodeSystem/v3-Race	Wicomico	Wicomico
1250-0	http://terminology.hl7.org/CodeSystem/v3-Race	Esselen	Esselen
1252-6	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Belknap	Fort Belknap
1254-2	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Berthold	Fort Berthold
1256-7	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Mcdowell	Fort Mcdowell
1258-3	http://terminology.hl7.org/CodeSystem/v3-Race	Fort Hall	Fort Hall
1260-9	http://terminology.hl7.org/CodeSystem/v3-Race	Gabrieleno	Gabrieleno
1262-5	http://terminology.hl7.org/CodeSystem/v3-Race	Grand Ronde	Grand Ronde
1264-1	http://terminology.hl7.org/CodeSystem/v3-Race	Gros Ventres	Gros Ventres
1265-8	http://terminology.hl7.org/CodeSystem/v3-Race	Atsina	Atsina
1267-4	http://terminology.hl7.org/CodeSystem/v3-Race	Haliwa	Haliwa
1269-0	http://terminology.hl7.org/CodeSystem/v3-Race	Hidatsa	Hidatsa
1271-6	http://terminology.hl7.org/CodeSystem/v3-Race	Hoopa	Hoopa
1272-4	http://terminology.hl7.org/CodeSystem/v3-Race	Trinity	Trinity
1273-2	http://terminology.hl7.org/CodeSystem/v3-Race	Whilkut	Whilkut
1275-7	http://terminology.hl7.org/CodeSystem/v3-Race	Hoopa Extension	Hoopa Extension
1277-3	http://terminology.hl7.org/CodeSystem/v3-Race	Houma	Houma
1279-9	http://terminology.hl7.org/CodeSystem/v3-Race	Inaja-Cosmit	Inaja-Cosmit
1281-5	http://terminology.hl7.org/CodeSystem/v3-Race	Iowa	Iowa
1282-3	http://terminology.hl7.org/CodeSystem/v3-Race	Iowa of Kansas-Nebraska	Iowa of Kansas-Nebraska
1283-1	http://terminology.hl7.org/CodeSystem/v3-Race	Iowa of Oklahoma	Iowa of Oklahoma
1285-6	http://terminology.hl7.org/CodeSystem/v3-Race	Iroquois	Iroquois
1286-4	http://terminology.hl7.org/CodeSystem/v3-Race	Cayuga	Cayuga
1287-2	http://terminology.hl7.org/CodeSystem/v3-Race	Mohawk	Mohawk
1288-0	http://terminology.hl7.org/CodeSystem/v3-Race	Oneida	Oneida
1289-8	http://terminology.hl7.org/CodeSystem/v3-Race	Onondaga	Onondaga
1290-6	http://terminology.hl7.org/CodeSystem/v3-Race	Seneca	Seneca
1291-4	http://terminology.hl7.org/CodeSystem/v3-Race	Seneca Nation	Seneca Nation
1292-2	http://terminology.hl7.org/CodeSystem/v3-Race	Seneca-Cayuga	Seneca-Cayuga
1293-0	http://terminology.hl7.org/CodeSystem/v3-Race	Tonawanda Seneca	Tonawanda Seneca
1294-8	http://terminology.hl7.org/CodeSystem/v3-Race	Tuscarora	Tuscarora
1295-5	http://terminology.hl7.org/CodeSystem/v3-Race	Wyandotte	Wyandotte
1297-1	http://terminology.hl7.org/CodeSystem/v3-Race	Juaneno	Juaneno
1299-7	http://terminology.hl7.org/CodeSystem/v3-Race	Kalispel	Kalispel
1301-1	http://terminology.hl7.org/CodeSystem/v3-Race	Karuk	Karuk
1303-7	http://terminology.hl7.org/CodeSystem/v3-Race	Kaw	Kaw
1305-2	http://terminology.hl7.org/CodeSystem/v3-Race	Kickapoo	Kickapoo
1306-0	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Kickapoo	Oklahoma Kickapoo
1307-8	http://terminology.hl7.org/CodeSystem/v3-Race	Texas Kickapoo	Texas Kickapoo
1309-4	http://terminology.hl7.org/CodeSystem/v3-Race	Kiowa	Kiowa
1310-2	http://terminology.hl7.org/CodeSystem/v3-Race	Oklahoma Kiowa	Oklahoma Kiowa
1312-8	http://terminology.hl7.org/CodeSystem/v3-Race	Klallam	Klallam
1313-6	http://terminology.hl7.org/CodeSystem/v3-Race	Jamestown	Jamestown
1314-4	http://terminology.hl7.org/CodeSystem/v3-Race	Lower Elwha	Lower Elwha
1315-1	http://terminology.hl7.org/CodeSystem/v3-Race	Port Gamble Klallam	Port Gamble Klallam
1317-7	http://terminology.hl7.org/CodeSystem/v3-Race	Klamath	Klamath
1319-3	http://terminology.hl7.org/CodeSystem/v3-Race	Konkow	Konkow
